,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
24,Sky Bri,https://www.pornhub.com/pornstar/sky-bri,27,46,174000000,https://ei.phncdn.com/pics/users/u/002/147/898/611/avatar1629766300/(m=eQJ6GCjadOf)(mh=8DzN33Eu4Qe7PW33)200x200.jpg,True,True,"About Sky Bri

                                    Free Sextape when you join my personal site 😍 
DM me PHSLUT when you sub ➡️ https://onlyfans.com/realskybri?c=1","['Mr Lucky POV', 'Slayed']","{'Official Site': 'https://onlyfans.com/realskybri?c=1', 'Twitter': 'https://www.twitter.com/skybri_', 'Instagram': 'https://www.instagram.com/realskybri'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'Pornstar Profile Views': '45,945,194', 'Career Status': 'Active', 'Career Start and End': '2021                        to                        Present', 'Gender': 'Female', 'Measurements': '32DDD--', 'Height': '5 ft 8 in (173 cm)', 'Ethnicity': 'White', 'Hair Color': 'Blonde', 'Eye Color': 'Blue', 'Fake Boobs': 'No', 'Tattoos': 'Yes', 'Piercings': 'Yes', 'Profile Views': '46,116,425', 'Videos Watched': '100'}",35.0,27.0,[27],20.0,157000.0
25,Ava Addams,https://www.pornhub.com/pornstar/ava-addams,29,478,652000000,https://ei.phncdn.com/(m=eQJ6GCjadOf)(mh=C2JI5fvCLcRfRtil)48052505-31ca-48e0-adc5-2f56d994d1de.jpg,True,False,"Ava Addams brings her triple D boobs to the table and just watch the jaws drop to the floor faster than your pants.  You wonder how science has managed to keep those things standing upright on that solid skinny body of Ava’s. Well, modern doctors are magicians because her body is out of this world sorcery. But Ava’s initial charms come from those dark eyes; stare into them and you’re transported to a dark and mysterious place full of jumping boners and twitching clits. She hails from Gibraltar, which is one big rock somewhere between Europe and Africa, and Ava knows big rocks as she is a certified ball-sweller who’s been body slamming for fans since the late 2000s. When she’s not eating pussy or taking dick, Miss Adams is still one hundred per cent physical. She does ballet, if you could believe those massive tits help her stay balanced. In fact, we bet the ballet would win over whole new generations of horn hounds to see Ava Addams pirouette. When she’s not working her body, she needs someone to work her body for her, because this girl loves getting massaged and rubbed down. Imagine the lineups of eager hands waiting to knead into her flesh and feel her squirm with relaxation. Why does Ava do all this? Just to keep her body and performance in top shape for our viewing pleasure. Isn’t that considerate?","['Bang Bros Network', 'Brazzers', 'PUBA']","{'Official Site': 'https://MyAvaAddams.com', 'Twitter': 'https://twitter.com/avaaddams', 'Amazon Wishlist': 'https://www.amazon.com/hz/wishlist/ls/2KKBFJMS74QI8?ref_=wl_share', 'Instagram': 'https://www.instagram.com/Ms.AvaAddams'}","{'Relationship status': 'Open', 'Interested in': 'Guys and Girls', 'City and Country': 'Houston, US', 'Pornstar Profile Views': '94,018,408', 'Career Status': 'Active', 'Career Start and End': '2007                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Gibraltar, France', 'Star Sign': 'Virgo', 'Measurements': '32DDD-24-34', 'Height': '5 ft 3 in (160 cm)', 'Weight': '106 lbs (48 kg)', 'Ethnicity': 'White', 'Background': 'French', 'Hair Color': 'Brunette', 'Eye Color': 'Brown', 'Fake Boobs': 'Yes', 'Tattoos': 'Yes', 'Piercings': 'No', 'Interests and hobbies': 'Traveling, reading, chatting with my fans on social media, lazy pool/beach days, yoga, working out, spending time with friends and family.', 'Turn Ons': 'sense of humor', 'Turn Offs': 'bad hygiene, tardiness', 'Profile Views': '58,907,249', 'Videos Watched': '39'}",31.0,29.0,[30],28.0,614000.0
26,Dani Daniels,https://www.pornhub.com/pornstar/dani-daniels,30,1046,485000000,https://ei.phncdn.com/pics/users/375/516/231/avatar1504729184/(m=eQJ6GCjadOf)(mh=q3B08skgsSU-h6lA)200x200.jpg,True,False,"Dani Daniels is a true freak. This babe never feels more in her own skin than when she’s donning something made of leather, fishnet or lace. She likes to take control and teach her sex partners a lesson in full submission on how to please her and make her lovely twat drip with satisfaction. She also loves to be controlled, getting all man-handled, tied up and taught a lesson about how to take it like a good little slut. Dani pushes limits like a preacher pushes faith, except with Dani, seeing is believing, because this girl can’t resist getting freaky on camera. She is a true artist of porn, trading brush strokes for crotch strokes and getting deep fulfillment from every performance. A quick look at her image gallery proves she knows classy and creative ways to take off her clothes and show off the goods. Dani is also a certified troublemaker, and we’re talking about more than getting into trouble with your girlfriend when she catches you chicken jerking to Dani’s pics and videos. She’s the good kind of trouble you gladly invite to mess you up for a much-needed break from the normal. When not having wicked three-way bang sessions, Dani keeps it real with some more regular hobbies too, like playing golf, making art, and drinking scotch. All of this goes to prove that you never know, on the golf course or at the museum, if Dani Daniels is just around the corner waiting for someone to walk up to her, ask for her autograph, and get a permanent stiffy from the encounter.","['PUBA', 'Reality Kings', 'Brazzers']","{'Twitter': 'https://www.twitter.com/akadanidaniels', 'Amazon Wishlist': 'https://www.amazon.com/hz/wishlist/ls/2MJMA71CARPRZ', 'Instagram': 'https://www.instagram.com/akadanidaniels'}","{'Relationship status': 'Taken', 'Interested in': 'Guys and Girls', 'City and Country': 'New York, US', 'Pornstar Profile Views': '91,047,924', 'Career Status': 'Active', 'Career Start and End': '2010                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Orange County, California, United States of America', 'Star Sign': 'Libra', 'Measurements': '34C-24-38', 'Height': '5 ft 7 in (170 cm)', 'Weight': '130 lbs (59 kg)', 'Ethnicity': 'White', 'Background': 'Czech', 'Hair Color': 'Brunette', 'Eye Color': 'Blue', 'Fake Boobs': 'No', 'Tattoos': 'Yes', 'Piercings': 'No', 'Profile Views': '78,015,024', 'Videos Watched': '74'}",30.0,30.0,[32],33.0,750000.0
27,Gabbie Carter,https://www.pornhub.com/pornstar/gabbie-carter,31,239,498000000,https://ei.phncdn.com/pics/users/u/001/868/228/851/avatar1598811207/(m=eQJ6GCjadOf)(mh=yChoITYZ8eG0NpFD)200x200.jpg,True,False,,"['Cam Soda', 'Reality Kings', 'Deeper']","{'Twitter': 'https://www.twitter.com/Imawful69_', 'Instagram': 'https://www.instagram.com/ailahoverton_'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'Pornstar Profile Views': '90,688,667', 'Career Status': 'Active', 'Career Start and End': '2018                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Austin, Texas, United States of America', 'Star Sign': 'Leo', 'Measurements': '34DDD-24-34', 'Height': '5 ft 7 in (170 cm)', 'Weight': '130 lbs (59 kg)', 'Ethnicity': 'White', 'Background': 'American', 'Hair Color': 'Blonde', 'Eye Color': 'Green', 'Fake Boobs': 'No', 'Tattoos': 'Yes', 'Piercings': 'Yes', 'Profile Views': '63,087,407', 'Videos Watched': '2'}",47.0,31.0,[28],37.0,470000.0
28,Sara Jay,https://www.pornhub.com/pornstar/sara-jay,33,927,287000000,https://ei.phncdn.com/pics/users/496/884/752/avatar1521312299/(m=eQJ6GCjadOf)(mh=5BeFN-LueRiU4dTw)200x200.jpg,True,False,"Lady Jay, Lady Jay, what can we say? We know youre here to stay with those amazingly massive and booming Ta-Tays! OK, enough with the poetry, because Sara Jay has got no time for words in her mouth when shed sooner be swallowing meters of macho meat. If theres one thing that keeps bringing the soldiers to lay down arms and surrender to Sara, its her jugs. Take a look at those swollen melons and cant you imagine  your face buried deep in their hot mama cleavage? Shes got those Double Ds to match her attitude: Down and Dirty. No matter how mature this busty cougar gets, the nastier she likes to take it, and one way this self-proclaimed ""most curvaceous porn star in the industry likes to take it is Big Black Dick, her favorite dish. Shes got numerous awards for her interracial action, because of her love of dark meat, and her curves and booty can rival any Nubian beauty. Off camera, Ms. Jay is less into rivalry and more into good health and living right, and we here at Pornhub commend a lifestyle of staying fit but also keeping it large and in charge… its like the best of both worlds. So speaking of both worlds: Tits and Ass, Sara Jay is one burning sun to heat them all.","['Sara Jay', 'Bang Bros Network', 'Angelina Castro']","{'Amazon Wishlist': 'https://www.amazon.com/wishlist/3FT6SNSLAXNX5/ref=cm_sw_em_r_wl', 'Snapchat': 'http://sarajaysnaps.com/'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'Miami, US', 'Pornstar Profile Views': '59,403,693', 'Career Status': 'Active', 'Career Start and End': '2001                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Cincinnati, Ohio, United States of America', 'Star Sign': 'Scorpio', 'Measurements': '36DD-25-34', 'Height': '5 ft 4 in (163 cm)', 'Weight': '141 lbs (64 kg)', 'Ethnicity': 'White', 'Background': 'American', 'Hair Color': 'Blonde', 'Fake Boobs': 'Yes', 'Tattoos': 'Yes', 'Piercings': 'Yes', 'Profile Views': '47,849,470', 'Videos Watched': '213'}",33.0,33.0,[34],36.0,473000.0
29,Cherie DeVille,https://www.pornhub.com/pornstar/cherie-deville,35,1114,690000000,https://ei.phncdn.com/pics/users/322/604/821/avatar1621114097/(m=eQJ6GCjadOf)(mh=0d2kfncKsaUnhTtv)200x200.jpg,True,True,"Cherie Deville is the type of MILF who, if she were your supervising teacher, would’ve made you act up in class and put you in detention for some serious disciplining. If Cherie were your girlfriend’s mom, you’d certainly have no problem going for dinner all the time, so long as Mommy made you help her with the after-meal chores. You’d be employee of the month 12 months in a row, if Cherie were your strict boss, demanding you stay late after work into the evening hours when anything goes. Cherie is a tall, curvaceous mature lady with a heightened sense of boner radar and wet-pussy perception. Whether she’s sucking big dick or slurping away at poontang, Cherie always helps her partners reach total genital bliss. Although she was born in North Carolina, she’s a true French-Canadian sex kitten at heart, with that natural slut factor working for her in spades. Every aspect of her upbringing prepared her for a lifetime of wicked porn. She rode horses, meaning she’s quite the dick-galloping cowgirl. She did ballet and swimming, meaning her figure is suave, fit and graceful, especially in the sack. She was a cheerleader, so you know she’s got that spunk and enthusiasm for high-octane fuck jobs. Finally, Cherie was a physiotherapist, so she’s well-versed in all the ins and outs of the human body, and how to bend and curve every muscle for maximum penetration. With her hot looks, killer bod, and fantastic life experience, watching Cherie Deville in action is time well spent.","['PUBA', 'Brazzers', 'She Seduced Me']","{'Official Site': 'https://onlyfans.com/cheriedeville/c16', 'Twitter': 'https://twitter.com/cheriedeville', 'Amazon Wishlist': 'https://www.amazon.com/gp/registry/wishlist/1L3I3HTB86PCG/ref=cm_sw_su_w', 'Instagram': 'https://instagram.com/cheriedevillexo'}","{'Relationship status': 'Taken', 'Interested in': 'Guys and Girls', 'City and Country': 'LA, US', 'Pornstar Profile Views': '58,647,164', 'Career Status': 'Active', 'Career Start and End': '2010                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Durham, North Carolina, United States of America', 'Star Sign': 'Virgo', 'Measurements': '35DD-25-38', 'Height': '5 ft 5 in (165 cm)', 'Weight': '121 lbs (55 kg)', 'Ethnicity': 'White', 'Background': 'American', 'Hair Color': 'Brunette', 'Eye Color': 'Blue', 'Fake Boobs': 'Yes', 'Tattoos': 'Yes', 'Interests and hobbies': 'Gaming, swing dancing, surfing, and playing with my dogs Rocket, and Peanut Butter', 'Profile Views': '61,815,404', 'Videos Watched': '103'}",39.0,35.0,[35],35.0,373000.0
30,Lena The Plug,https://www.pornhub.com/pornstar/lena-the-plug,36,77,163000000,https://ei.phncdn.com/(m=bLqDuhKlbyaT)(mh=cpt5ZOBIWexqiO6o)c16a6c17-1d66-40b8-a576-455f066f4cde.jpg,True,False,"About Lena The Plug

                                    Youtuber, Fleshlight Girl, 'Celebrity of the Year' Winner at the 2018 Pornhub Awards","['Holly Randall', 'Naked News', 'Pornhub Originals']","{'Official Site': 'https://onlyfans.com/lenatheplug?c=24', 'Twitter': 'https://www.twitter.com/www.twitter.com/lenatheplug', 'Snapchat': 'https://www.snapchat.com/add/lenatheplugplug', 'Instagram': 'https://www.instagram.com/www.instagram.com/lenatheplugagain'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'Los Angeles, US', 'Pornstar Profile Views': '50,341,901', 'Career Status': 'Active', 'Career Start and End': '2016                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Glendale, California, United States of America', 'Star Sign': 'Gemini', 'Measurements': '34DDD-26-39', 'Height': '5 ft 2 in (157 cm)', 'Weight': '127 lbs (58 kg)', 'Ethnicity': 'Middle Eastern', 'Background': 'Armenian', 'Hair Color': 'Brunette', 'Eye Color': 'Brown', 'Fake Boobs': 'Yes', 'Tattoos': 'Yes', 'Piercings': 'Yes', 'Interests and hobbies': 'harry potter, pokemon, game of thrones, true crime, fitness, social psych', 'Profile Views': '67,583,258', 'Videos Watched': '157'}",23.0,36.0,[40],40.0,393000.0
31,Alexis Fawx,https://www.pornhub.com/pornstar/alexis-fawx,37,739,835000000,https://ei.phncdn.com/pics/users/209/919/621/avatar1584896341/(m=eQJ6GCjadOf)(mh=8TaAVs1uLQMBTEUT)200x200.jpg,True,False,"If youre a little cub of a pervert searching for a maternal fox to keep you warm and snug in between some awesome boob-age, then set your boner sights on Alexis Fawx. This is one hungry, horny mama whos put her age and experience to the ultimate challenge of being a standout MILF in a world of everyday whorish women. Shes hot, demure, and sometimes downright nasty. Alexis has that natural cougar beauty in her face, but when it comes to that rack, shes thrown nature overboard in favor of some scientifically enhanced wonder jugs. Those Triple D sweet pouches of pleasure can give you eye-gasms through your computer, and the ones who get to  them are so lucky they must seep cum out of their fingertips. Miss Fawx was born in Pennsylvania in the mid 70s. By the time she was starting to become a cock-gobbling wonder slut, the porn industry was about to be revolutionized through DVDs and the World Wide Web. Alexis jumped on the fuck-wagon a few years later, after being a regular porn-watching fanatic, deciding that being a spectator wasnt enough. Just a few years into the game, Alexis was already less of a student and more of a teacher in the ways of whorish ball-tickling. Whether its one-on-one with a young buck, or sharing a hard bone with a friend, Alexis always steals the show, and the semen.","['Brazzers', 'Bang Bros Network', 'Reality Kings']","{'Twitter': 'https://twitter.com/alexisfawx', 'Amazon Wishlist': 'https://www.amazon.com/hz/wishlist/genericItemsPage/31OWU5H7ZXY8', 'Instagram': 'https://www.instagram.com/alexisfawxlive/'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'Las Vegas, US', 'Pornstar Profile Views': '54,835,131', 'Career Status': 'Active', 'Career Start and End': '2010                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Pennsylvania, United States of America', 'Star Sign': 'Cancer', 'Measurements': '34E-24-36', 'Height': '5 ft 4 in (163 cm)', 'Weight': '120 lbs (54 kg)', 'Ethnicity': 'White', 'Hair Color': 'Brunette', 'Eye Color': 'Green', 'Fake Boobs': 'Yes', 'Tattoos': 'No', 'Piercings': 'Yes', 'Interests and hobbies': 'Painting, Photography, Hiking', 'Turn Ons': 'humor kindness big dick', 'Turn Offs': 'bad attitude Bad hygiene small dick', 'Profile Views': '53,120,075', 'Videos Watched': '54'}",34.0,37.0,[36],32.0,376000.0
32,LaSirena69,https://www.pornhub.com/pornstar/lasirena69,38,238,418000000,https://ei.phncdn.com/pics/users/557/632/831/avatar1608001126/(m=eQJ6GCjadOf)(mh=YCjW8_jEoGZlpnH9)200x200.jpg,True,False,,"['Brazzers', 'Reality Kings', 'Brazzers Trailers']",NA,"{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'Los Angeles, US', 'Pornstar Profile Views': '75,709,168', 'Career Status': 'Active', 'Career Start and End': 'to                        Present', 'Gender': 'Female', 'Birth Place': 'Venezuela', 'Star Sign': 'Gemini', 'Measurements': '32D-23-32', 'Height': '5 ft 1 in (155 cm)', 'Weight': '99 lbs (45 kg)', 'Ethnicity': 'Latin', 'Hair Color': 'Brunette', 'Fake Boobs': 'Yes', 'Piercings': 'Yes', 'Profile Views': '70,757,831', 'Videos Watched': '121'}",61.0,38.0,[38],61.0,417000.0
33,Savannah Bond,https://www.pornhub.com/pornstar/savannah-bond,39,225,395000000,https://ei.phncdn.com/(m=bLqDuhKlbyaT)(mh=dYUJXfNZehJdIkl-)94c22867-281a-4158-8a6f-e6f86b5cf90e.jpg,True,False,"About Savannah Bond

                                    www.savannahbond.com","['Brazzers', 'Evil Angel', 'Jules Jordan']","{'Twitter': 'https://www.twitter.com/savannahbondxxx', 'Amazon Wishlist': 'https://www.amazon.com/hz/wishlist/ls/1CK21VXCO24LN/ref=nav_wishlist_lists_2?_encoding=UTF8&type=wishlist', 'Instagram': 'https://www.instagram.com/thesavannahbond'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'Pornstar Profile Views': '44,135,643', 'Career Status': 'Active', 'Career Start and End': '1990                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Australia', 'Star Sign': 'Gemini', 'Measurements': 'G--', 'Height': '5 ft 4 in (163 cm)', 'Weight': '130 lbs (59 kg)', 'Ethnicity': 'White', 'Background': 'Australian', 'Hair Color': 'Blonde', 'Eye Color': 'Blue', 'Fake Boobs': 'Yes', 'Profile Views': '48,231,668', 'Videos Watched': '165'}",38.0,39.0,[39],41.0,226000.0
34,Mariana Martix,https://www.pornhub.com/pornstar/mariana-martix,40,96,283000000,https://ei.phncdn.com/(m=bLqDuhKlbyaT)(mh=xw8H2J43PoO-YicG)c5db47fc-f6ec-44bd-86e5-f1f96fdd5df7.jpg,True,False,"About Mariana Martix

                                    I'm a Colombian actress and Content Creator dedicated to the porn industry. Subscribe there is new video every week.",['Brad Montana'],"{'Official Site': 'https://onlyfans.com/marianamartix', 'Twitter': 'https://twitter.com/themartixxx', 'Amazon Wishlist': 'https://www.amazon.com/hz/wishlist/ls/GP6Q76FS3ZCB?ref_=wl_share', 'Instagram': 'https://www.instagram.com/martixmariana'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'Medellin, CO', 'Pornstar Profile Views': '3,703,282', 'Career Status': 'Active', 'Career Start and End': '2018                        to                        Present', 'Gender': 'Female', 'Measurements': '43C-24-38', 'Height': '5 ft 5 in (165 cm)', 'Weight': '111 lbs (50 kg)', 'Ethnicity': 'Latin', 'Background': 'Colombian', 'Hair Color': 'Black', 'Eye Color': 'Black', 'Fake Boobs': 'Yes', 'Tattoos': 'Yes', 'Piercings': 'No', 'Interests and hobbies': 'Work out at the gym', 'Turn Ons': 'That suck my pussy', 'Turn Offs': 'Bad smells', 'Profile Views': '59,686,749', 'Videos Watched': '207'}",40.0,40.0,[37],63.0,195000.0
35,Elsa Jean,https://www.pornhub.com/pornstar/elsa-jean,41,804,646000000,https://ei.phncdn.com/pics/users/221/333/031/avatar1560301810/(m=eQJ6GCjadOf)(mh=5ZFfdsuUnviq41ma)200x200.jpg,True,True,"Looking at the tiny Elsa ‘Dream’ Jean, you’d be surprised that even a pinky fits inside her. But that doesn’t stop this tight spinner; she makes every one of those cocks fit. At 5’3” and 100lbs, this former stripper got her feet – and pussy – wet in the industry by sending solo videos to her strip club clients. She liked being watched so much that she made the move to porn at the age of 18, but not before doing her research. The former university student loves to learn, and plans on continuing her education. We wouldn’t mind trying to teach her a thing or two! With her slender frame and wholesome look, she tried mainstream modeling, but didn’t care for the stress or the unpleasant people. Now she seems pretty happy with her new colleagues, based on the way she rides ‘em! And once her co-workers have given her tiny, pink pussy a stretch, they can’t help but fall in love. Although her name comes from an unlikely source (the Disney movie ""Frozen”), this blonde-haired, green-eyed cutie is blisteringly hot. She says she can’t sing but she does make our hearts and our cocks swell. We respect Elsa’s long-term aspirations but look forward to seeing her in a dirty variety of naughty situations, both on camera and in our dreams.","['PUBA', 'Bang Bros Network', 'Team Skeet']","{'Twitter': 'https://www.twitter.com/elsajeanxxx', 'Snapchat': 'https://www.snapchat.com/add/elsajeansnaps', 'Instagram': 'https://www.instagram.com/officialelsajean'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'Canton, US', 'Pornstar Profile Views': '86,194,266', 'Career Status': 'Active', 'Career Start and End': 'to                        Present', 'Gender': 'Female', 'Birth Place': 'Canton, Ohio, United States of America', 'Star Sign': 'Virgo', 'Measurements': '32A-24-28', 'Height': '5 ft 3 in (160 cm)', 'Weight': '99 lbs (45 kg)', 'Ethnicity': 'White', 'Hair Color': 'Blonde', 'Fake Boobs': 'No', 'Profile Views': '82,820,254', 'Videos Watched': '7'}",32.0,41.0,[41],30.0,936000.0
36,Molly Little,https://www.pornhub.com/pornstar/molly-little,42,120,129000000,https://ei.phncdn.com/(m=bLqDuhKlbyaT)(mh=12nvyyHMEFd3UgWi)6efa08e0-8d84-432b-a440-5000e40c9f7b.jpg,True,False,,"['Step Siblings Caught', 'Bratty Sis', 'Cum Swapping Sis']",NA,"{'Relationship status': 'Single', 'Pornstar Profile Views': '10,781,032', 'Career Status': 'Active', 'Career Start and End': 'to                        Present', 'Gender': 'Female', 'Star Sign': 'Aquarius', 'Measurements': '--', 'Height': '5 ft 3 in (160 cm)', 'Weight': '90 lbs (41 kg)', 'Ethnicity': 'White', 'Hair Color': 'Blonde', 'Profile Views': '10,730,598', 'Videos Watched': '36'}",87.0,42.0,[44],104.0,74700.0
37,Gina Valentina,https://www.pornhub.com/pornstar/gina-valentina,43,663,790000000,https://ei.phncdn.com/pics/users/658/065/211/avatar1634946700/(m=eQJ6GCjadOf)(mh=rUQTD8MCJ5IzD_RV)200x200.jpg,True,False,"Brazilian girls with plump asses and perky little tits… is there anything more mouth-watering? When Gina Valentina cracks one of her sweet, toothy smiles, somehow confident and shy at the same time, cocks bulge. This cute, horny Latina with dark hair and full lips is a fantastic conundrum. She radiates sexual energy but looks so damn innocent. Don’t judge this tattooed fuck book by its tight-ass cover, though, because she’s far from innocent. In an interview with New Sensations, she admitted to fantasizing about taking more than one dick at a time, but not without squirming with embarrassment and asking if it was weird. She’s also tweeted, ""One of the best parts of shooting for @fetishnetwork is getting to cuddle with @BrickDangerous”. She might like cuddling but she also loves getting dominated. Born February 18, 1997, Gina is our favorite type of porn star – the type that got into the industry because she’s a verified sex-hungry exhibitionist. Gina loves to get naked, despite it being frowned upon. She just loves to have fun and have sex, and we can’t blame her for being true to her erotic self.","['Scam Angels', 'LetsDoeIt', 'Reality Kings']","{'Official Site': 'https://onlyfans.com/gvalentinaxxx', 'Twitter': 'https://www.twitter.com/gvalentinaxxx', 'Instagram': 'https://www.instagram.com/darealginavalentina'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'West Hills, US', 'Pornstar Profile Views': '61,417,229', 'Career Status': 'Active', 'Career Start and End': 'to                        Present', 'Gender': 'Female', 'Birth Place': 'Rio de Janeiro, Brazil', 'Star Sign': 'Aquarius', 'Measurements': '34A-24-35', 'Height': '5 ft 2 in (157 cm)', 'Weight': '106 lbs (48 kg)', 'Ethnicity': 'Latin', 'Hair Color': 'Black', 'Fake Boobs': 'Yes', 'Tattoos': 'Yes', 'Profile Views': '51,402,791', 'Videos Watched': '20'}",54.0,43.0,[43],53.0,470000.0
38,Sara Blonde,https://www.pornhub.com/pornstar/sara-blonde,44,101,147000000,https://ei.phncdn.com/(m=bLqDuhKlbyaT)(mh=u1Dxe24Fz5pnjgmh)a791bf1f-f7eb-49e1-bfa5-e66e1bbec1f0.jpg,True,False,"About Sara Blonde

                                    Hello huys and girls, I am Sara, I am 24 years old and I love being here, I want to meet new friends and fulfill all their fantasies, sometimes I am very naughty, I consider myself a beautiful and great friend, see my videos and know me better!","['Sara Films', 'Inka Sex', 'MamacitaZ']","{'Official Site': 'https://onlyfans.com/sarablonde', 'Twitter': 'https://www.twitter.com/sarablondestar', 'Amazon Wishlist': 'https://www.amazon.com/hz/wishlist/ls/3BB86C5XD61GL?ref_=wl_share', 'Instagram': 'https://www.instagram.com/sarablondeoficial'}","{'Relationship status': 'Open', 'Interested in': 'Guys and Girls', 'City and Country': 'Bucaramanga, CO', 'Pornstar Profile Views': '30,931,945', 'Career Status': 'Active', 'Career Start and End': '2019                        to                        Present', 'Gender': 'Non-Binary', 'Measurements': '--', 'Height': '5 ft 3 in (160 cm)', 'Weight': '110 lbs (50 kg)', 'Ethnicity': 'White', 'Background': 'Colombian', 'Hair Color': 'Blonde', 'Eye Color': 'Blue', 'Tattoos': 'Yes', 'Piercings': 'Yes', 'Turn Ons': 'I consider myself a very horny girl, I love to please my boys, fulfill their fetishes, I have no limits, I would make any type of videos!', 'Profile Views': '32,580,960', 'Videos Watched': '781'}",44.0,44.0,[47],62.0,120000.0
39,Eliza Ibarra,https://www.pornhub.com/pornstar/eliza-ibarra,45,515,540000000,https://ei.phncdn.com/pics/users/u/001/425/551/931/avatar1585260203/(m=eQJ6GCjadOf)(mh=uqUHH58bXtF7u3M2)200x200.jpg,True,False,"About Eliza Ibarra

                                    Onlyfans.com/ElizaIbarra Come play with me on my onlyfans where you can find more hot content and chat with me! ☺️❤️","['Girlsway', 'Twistys', 'Adult Time']","{'Twitter': 'https://www.twitter.com/Eliza22ibarra', 'Snapchat': 'https://www.snapchat.com/add/Eliza22ibarra', 'Instagram': 'https://www.instagram.com/Eliza22ibarra_'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'Los Angeles, US', 'Pornstar Profile Views': '56,415,968', 'Career Status': 'Active', 'Career Start and End': 'to                        Present', 'Gender': 'Female', 'Birth Place': 'Riverside, California, United States of America', 'Star Sign': 'Aries', 'Measurements': '34B-25-36', 'Height': '5 ft 10 in (178 cm)', 'Weight': '110 lbs (50 kg)', 'Ethnicity': 'Latin', 'Hair Color': 'Brunette', 'Fake Boobs': 'No', 'Profile Views': '45,831,326', 'Videos Watched': '2'}",41.0,45.0,[42],31.0,266000.0
40,LeoLulu,https://www.pornhub.com/pornstar/leolulu,46,190,964000000,https://ei.phncdn.com/pics/users/229/015/532/avatar1632735588/(m=eQJ6GCjadOf)(mh=ptGd9vVV0JdzLQFH)200x200.jpg,True,True,"About LeoLulu

                                    She’s Leo, he’s Lulu. We are a young couple that loves to have sex... and to share it 😇
Follow us on social media for out most recent updates and get all our content on our onlyfans 💕","['True Amateurs', 'Pornhub Awards', 'Pornhub Cares']","{'Official Site': 'https://onlyfans.com/leolulu?c=4', 'Twitter': 'https://www.twitter.com/leolulu_xxx', 'Instagram': 'https://www.instagram.com/leoluluofficial'}","{'Relationship status': 'Taken', 'Interested in': 'Girls', 'City and Country': 'Internet, EU', 'Pornstar Profile Views': '126,196,357', 'Career Status': 'Active', 'Career Start and End': '2017                        to                        Present', 'Gender': 'Couple', 'Birth Place': 'France', 'Star Sign': 'Aries', 'Measurements': '28B--', 'Height': '5 ft 7 in (170 cm)', 'Weight': '115 lbs (52 kg)', 'Ethnicity': 'White', 'Background': 'French', 'Hair Color': 'Blonde', 'Eye Color': 'Brown', 'Fake Boobs': 'No', 'Tattoos': 'No', 'Piercings': 'Yes', 'Interests and hobbies': 'sex sex sex and making sex videos', 'Profile Views': '167,372,140', 'Videos Watched': '7,126'}",36.0,46.0,[45],39.0,1300000.0
41,Macy Meadows,https://www.pornhub.com/pornstar/macy-meadows,47,145,132000000,https://ei.phncdn.com/(m=bLqDuhKlbyaT)(mh=FmkuvllBqAcgq7z3)bd6703f0-ff6e-48db-8600-1a8f7b57c143.jpg,True,False,"About Macy Meadows

                                    Chat with me everyday and see daily posts / videos 
macymeadows.com -> join now","['Jerkmate', 'FAMILYxxx', 'Jays POV']","{'Twitter': 'https://www.twitter.com/macymeadowsx', 'Amazon Wishlist': 'https://www.amazon.com/hz/wishlist/ls/1WY3TFFSYH962?ref_=wl_share', 'Instagram': 'https://www.instagram.com/macymeadowsxx'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'Porn valley, US', 'Pornstar Profile Views': '15,284,676', 'Career Status': 'Active', 'Career Start and End': 'to                        Present', 'Gender': 'Female', 'Measurements': '--', 'Profile Views': '15,302,936', 'Videos Watched': '50'}",57.0,47.0,[53],165.0,108000.0
